chapter, heading, subheading, description
84,8459,845910,WAY-TYPE UNIT HEAD MACHINES FOR REMOVING METAL
84,8459,845921,"DRILLING MACH FOR REMOVING MET, NUMERICAL CONTROLD"
84,8459,845929,"DRILLING MACH FOR REMOVE MET, N NUMERICAL CONTROLD"
84,8459,845931,BORING-MILLING MACH REMOVE MET NUMERICAL CONTROLLD
84,8459,845939,BORING-MILLING MACH REMOVE MET N NUMERICAL CONTROL
84,8459,845941,"NUMERICALLY CONTROLLED BORING MACHINES, NESOI"
84,8459,845949,"OTHER BORING MACHINES, NESOI"
84,8459,845951,MILLING MACH KNEE TYPE REMOVE MET NUMERICAL CONTRL
84,8459,845959,MILLING MACH KNEE TYPE REMOVE MET N NUMERICAL CONT
84,8459,845961,MILLING MACH N KNEE TYPE REMOV MET NUMERICAL CONTL
84,8459,845969,"MILLING MACH N KNEE TYPE,REMOV MET,N NUMERCL CONTL"
84,8459,845970,"THREADING OR TAPPING MACHINES, FOR REMOVING METAL"
84,8460,846012,"FLAT-SURFACE GRINDING MACHINES, NUMERICALLY CNTRLD"
84,8460,846019,FLAT-SURF GRIND MACH AXIS ACC .01MM/+ N NUMR CONTL
84,8460,846022,"CENTERLESS GRINDING MACH, NUMERICALLY CONTROLLED"
84,8460,846023,"CYLINDRICAL GRIND MACH, NUMERICALLY CNTRLD, NESOI"
84,8460,846024,"OTHER GRIND MACH, NESOI,NUMBER CTRL"
84,8460,846029,GRIND MACH EX FLT-SURF AXIS ACC .01MM/+ N NUM CONT
84,8460,846031,"SHARPENG (TOOL/CUTTER GRIND) MACH, NUMRCLLY CONTRL"
84,8460,846039,SHARPENG (TOOL/CUTTER GRIND/ MACH N NMRCLLY CONTRL
84,8460,846040,HONING OR LAPPING MACHINES FOR REMOVING METAL
84,8460,846090,"MACH TOOLS FOR DEBURRING, POLISHING METAL ETC"
84,8461,846120,SHAPING OR SLOTTING MACHINES FOR REMOVING METAL
84,8461,846130,BROACHING MACHINES FOR REMOVING METAL
84,8461,846140,"GEAR CUTTING, GEAR GRINDING OR GEAR FINISH MACHINE"
84,8461,846150,SAWING OR CUTTING-OFF MACHINES FOR REMOVING METAL
84,8461,846190,"MACH TOOLS WORKNG BY REMOVNG METAL, ETC NESOI"
84,8462,846210,FORGNG/DIE-STAMP MACH PRESS & HAMMERS FOR WORK MET
84,8462,846221,BENDNG FOLDNG ETC MACH FOR WORK MET NMRCAL CONTROL
84,8462,846229,BENDNG FOLDNG ETC MACH FOR WORK MET N NMCAL CONTRL
84,8462,846231,SHEAR MACH EX COM PUNCH & SHER FOR MET NMCAL CONTR
84,8462,846239,SHEAR MACH EX COMB PUNCH&SHEAR F MET N NMCAL CONTR
84,8462,846241,PUNCH/NOTCH MACH FOR WORKING METAL NUMERICAL CONTR
84,8462,846249,PUNCH/NOTCH MACH FOR WORK METAL NOT NUMERICL CONTR
84,8462,846291,HYDRAULIC PRESSES FOR WORKING METAL
84,8462,846299,MACH TOOLS FOR WORKING MET BY FORGING ETC NESOI
84,8463,846310,DRAW-BENCH FOR BARS TUBES PROFILE WIRE F WORK MET
84,8463,846320,THREAD ROLLING MACHINES FOR WORKING METAL
84,8463,846330,MACHINES FOR WORKING WIRE
84,8463,846390,MACH TOOL FOR WORK MET ETC WOUT REMOVE MTRL NESOI
84,8464,846410,"SAWING MACH FOR WORKING STONE,CERAMICS,LIKE MATRLS"
84,8464,846420,"GRIND/POLISH MACH FOR WORK STONE, CERAMICS, ETC"
84,8464,846490,MACH TOOL FOR WORK STONE CERAMICS CONCRT ETC NESOI
84,8465,846510,MACH WORK WOOD ETC DIFF OPERATIONS WOUT TOOL CHANG
84,8465,846520,MACHINING CENTERS FOR MACH WORKING HARD MATERIALS
84,8465,846591,SAW MACH FOR WORK WOOD CORK BONE HARD RUBBER ETC
84,8465,846592,PLANE MILL ETC MACH FOR WORK WOOD CORK BONE ETC
84,8465,846593,GRIND SAND ETC MACH FOR WORK WOOD CORK BONE ETC
84,8465,846594,BEND ASSMBLNG MACH FOR WORKING WOOD CORK BONE ETC
84,8465,846595,DRILL MORTISNG MACH FOR WORKING WOOD CORK BONE ETC
84,8465,846596,SPLIT SLICE ETC MACH FOR WORKNG WOOD CORK BONE ETC
84,8465,846599,MACH TOOLS FOR WORKING WOOD CORK BONE ETC NESOI
84,8466,846610,TOOL HOLDRS & SELF-OPENING DIEHEADS FOR MACHINES
84,8466,846620,WORK HOLDERS FOR MACHINE TOOLS
84,8466,846630,DIVIDING HEADS & OT SPEC ATTACHMENTS FOR MACH TOOL
84,8466,846691,PARTS FOR MACHINES OF HEADING 8464
84,8466,846692,PARTS FOR MACHINES OF HEADING 8465
84,8466,846693,PARTS AND ACCESSORIES FOR USE WITH MACH TOOL NESOI
84,8466,846694,PARTS FOR MACHINES OF HEADING 8462 OR 8463
84,8467,846711,PNEUMATIC ROTARY TYPE TOOLS FOR WORK IN THE HAND P
84,8467,846719,PNEUMATIC EX ROTARY TYPE TOOLS FOR WORK IN HAND
84,8467,846721,"DRILLS, W/ SELF-CONT. ELECTRIC MOTOR, WK IN HAND"
84,8467,846722,"SAWS W/ SELF-CONT. ELECTIRIC MOTORS, FOR WK IN HND"
84,8467,846729,"TOOLS FOR WK IN  HAND,W/ SELF-CONT ELEC MOTOR,NESO"
84,8467,846781,CHAIN SAWS
84,8467,846789,TOOLS WORK IN SELF-CONT NONELECTRIC MTR NESOI
84,8467,846791,PARTS OF CHAIN SAWS
84,8467,846792,PARTS OF PNEUMATIC TOOLS FOR WORKING IN THE HAND
84,8467,846799,PARTS FOR HD TOOLS SELF-CON NONELECTRIC MOTR NESOI
84,8468,846810,HAND-HELD BLOW TORCHES
84,8468,846820,"GAS OPERATED MACHINERY FOR SOLDERING, ETC NESOI"
84,8468,846880,MACHY & APPR FOR SOLDERING BRAZING WELDING NESOI
84,8468,846890,"MACHY & APPR PTS FOR SOLDRNG BRAZNG WELDNG, NESOI"
84,8470,847010,"ELEC CALCULATORS,OPERATE W/O EXTERNAL POWER SOURCE"
84,8470,847021,"ELEC CALCULATING MCH,NESOI, WITH PRINTING DEVICE"
84,8470,847029,"ELECTRONIC CALCULATING MACHINES, NESOI"
84,8470,847030,CALCULATING MACHINES EXCEPT ELECTRONIC
84,8470,847050,CASH REGISTERS
84,8470,847090,POSTAGE-FRANKING & SIMILAR MACH WITH CALCLTNG DVCE
84,8471,847130,PORT DIGTL AUTOMATIC DATA PROCESS MACH NOT > 10 KG
84,8471,847141,"DIGITAL ADP MACH,WITH CP UNIT,INPUT,OUTPUT, NESOI"
84,8471,847149,"DIGITAL ADP MAC & UNITS,ENTERED AS SYSTEMS, NESOI"
84,8471,847150,"DIGITAL PROCESSING UNITS, N.E.S.O.I."
84,8471,847160,"ADP INPUT OR OUTPUT UNITS, STORAGE OR NOT, NESOI"
84,8471,847170,"AUTOMATIC DATA PROCESSING STORAGE UNITS, N.E.S.O.I"
84,8471,847180,"AUTOMATIC DATA PROCESSING UNITS, N.E.S.O.I."
84,8471,847190,"ADP MAC&UNTS THEREOF;MAG/OPT RDER,TRNSCRB,PROC DAT"
84,8472,847210,DUPLICATING MACHINES
84,8472,847230,"MAIL SORTING, OPENING, POSTAGE AFFIXING,ETC, MACH"
84,8472,847290,"OFC MACH FOR AUTOMATIC BANKNOTE DISPENSERS, ETC"
84,8473,847321,PARTS OF ELECTRONIC CALCULATING MACHINES
84,8473,847329,"PARTS FOR MACH,NESOI, INCORP CALCULATING DEVICE"
84,8473,847330,PARTS & ACCESSORIES FOR ADP MACHINES & UNITS
84,8473,847340,"PARTS AND ACCESSORIES OF OFFICE MACHINES, NESOI"
84,8473,847350,PTS SUITBLE FR USE W MAC OF 2/MORE HEAD 8469-8472
84,8474,847410,SORTING ETC MACHINES FOR EARTH STONE MINERAL SUBS
84,8474,847420,CRUSHING/GRINDING MACH FOR EARTH STONE MNERL SUBS
84,8474,847431,CONCRETE OR MORTAR MIXERS
84,8474,847432,MACH FOR MIXING MINERAL SUBSTANCES WITH BITUMEN
84,8474,847439,"MIXING OR KNEADING MACH, NESOI, FOR MINERAL SUBSTN"
84,8474,847480,MACH FOR AGGLMRTNG SOLID MNRL FUEL & FORM FOUN MLD
84,8474,847490,PARTS OF MACH FOR SORTING ETC EARTH STONE ORES ETC
84,8475,847510,"MACH F ASSEM ELEC LAMPS, TUBES ETC IN GLASS ENVLP"
84,8475,847521,MACH FOR MAKING OPTICAL FIBERS & PREFORMS THEREOF
84,8475,847529,"MACHINES FOR MANUF OR HOT WORKING GLASS, NESOI"
84,8475,847590,PARTS OF MACH FOR ASSMBL ELEC LAMP ETC MFG GLSSWRE
84,8476,847621,AUTO BEVERAGE VENDING MACH INC HEAT OR REFRIG DEV
84,8476,847629,AUTO BEVERAGE VENDING MACH WITHOUT HEAT OR REFRIG
84,8476,847681,AUTO GOODS-VENDING MACH WITH HEAT OR REFRIG DEVICE
84,8476,847689,AUTO GOODS- VENDING MACH WITHOUT HEAT OR REFRIG
84,8476,847690,PARTS OF AUTOMATIC VENDING MACHINES
84,8477,847710,INJECTION-MOLDING MACH FOR WORK RUBBER OR PLASTIC
84,8477,847720,EXTRUDERS FOR WORKING RUBBER OR PLASTIC
84,8477,847730,BLOW-MOLDING MACHINES FOR WORKING RUB OR PLASTIC
84,8477,847740,VACUUM-MOLDING & OTH THERM MACH FOR WK RUB OR PLAS
84,8477,847751,MACH FOR MOLD/RETRD PNMTIC TIRES/FORM INNER TUBES
84,8477,847759,"MACH, NESOI, F MOLDG OR FORMG RUBBER OR PLASTICS"
84,8477,847780,"MACH, NESOI, FOR WORKING RUBBER OR PLASTICS"
84,8477,847790,PTS MACH FOR WORK RUBBER/PLAST/MFG RBBR/PLSTC PROD
84,8478,847810,MACHINERY FOR PREPARING OR MAKING UP TOBACCO NESOI
84,8478,847890,"PARTS OF MACH,NESOI,FOR PREP OR MAKING UP TOBACCO"
84,8479,847910,"MACHINERY FOR PUBLIC WORKS, BUILDING OR THE LIKE"
84,8479,847920,MACH F EXTRACT OR PREP OF ANIMAL OR VEG FAT OR OIL
84,8479,847930,"PRESSES F PARTCLE BD & OTH MCH F TREAT WOOD, CORK"
84,8479,847940,ROPE OR CABLE-MAKING MACHINES
84,8479,847950,INDUSTRIAL ROBOTS FOR MULTIPLE USES
84,8479,847960,EVAPORATIVE AIR COOLERS
84,8479,847971,"PASSENGER BOARDING BRIDGES, KIND USED IN AIRPORTS"
84,8479,847979,"PASSENGER BOARDING BRIDGES, NESOI"
84,8479,847981,"METAL TREATING MACH, INC ELECTRIC WIRE COIL-WINDER"
84,8479,847982,MIXING KNEADING CRUSHING GRINDING ETC MACHIN NESOI
84,8479,847989,MACH & MECHANICAL APPL W INDIVIDUAL FUNCTION NESOI
84,8479,847990,PTS OF MACH/MECHNCL APPL W INDVDUL FUNCTION NESOI
84,8480,848010,MOLDING BOXES FOR METAL FOUNDRY
84,8480,848020,MOLD BASES
84,8480,848030,MOLDING PATTERNS
84,8480,848041,"MOLDS F METAL OR METAL CARBIDES,INJECT OR COMPRSSN"
84,8480,848049,"MOLDS, NESOI, FOR METAL OR METAL CARBIDES"
84,8480,848050,MOLDS FOR GLASS
84,8480,848060,MOLDS FOR MINERAL MATERIALS
84,8480,848071,"MOLDS FOR RBR/PLAST, INJECTION/COMPRESSION TYPE"
84,8480,848079,MOLDS F RUBBER OR PLASTICS EXC INJECT OR COMPRESSN
84,8481,848110,PRESSURE-REDUCING VALVES
84,8481,848120,VALVES F OLEOHYDRAULIC OR PNEUMATIC TRANSMISSIONS
84,8481,848130,CHECK VALVES
84,8481,848140,SAFETY OR RELIEF VALVES
84,8481,848180,TAPS COCKS ETC F PIPE VAT INC THERMO CONTROL NESOI
84,8481,848190,PTS F TAPS ETC F PIPE VAT INC PRESS & THERMO CNTRL
84,8482,848210,BALL BEARINGS
84,8482,848220,"TAPERED ROLL BRG, INCL CONE & ROLLER ASSEMBLIES"
84,8482,848230,SPHERICAL ROLLER BEARINGS
84,8482,848240,NEEDLE ROLLER BEARINGS
84,8482,848250,CYLINDRICAL ROLLER BEARING NESOI
84,8482,848280,"OTH BALL OR ROLL BRG, INC COMBINED BALL/ROLL BRGS"
84,8482,848291,"BALLS, NEEDLES AND ROLLERS FOR BEARINGS"
84,8482,848299,"PARTS OF BEARINGS, NESOI"
84,8483,848310,"TRANSMISSION SHAFTS (INC CAM-&CRANK-SHAFT), ETC."
84,8483,848320,"HOUSED BEARINGS, INCORP BALL OR ROLLER BEARINGS"
84,8483,848330,BEARING HOUSINGS; PLAIN SHAFT BEARINGS
84,8483,848340,"GEARS; BALL OR ROLLER SCREWS; GEAR BOXES, ETC"
84,8483,848350,"FLYWHEELS AND PULLEYS, INCLUDING PULLEY BLOCKS"
84,8483,848360,CLUTCHES & SHAFT COUPLINGS (INC UNIVERSAL JOINTS)
84,8483,848390,"TOOTHED WHEELS,CHAIN SPROCKETS&OTH TRANS ELEM; PTS"
84,8484,848410,"GASKETS, METAL LAYERS, OR OTHER MATL, MECH SEALS"
84,8484,848420,MECHANICAL SEALS
84,8484,848490,SETS OR ASSORTMENTS OF GASKETS AND SIMILAR JOINTS
84,8486,848610,MACHINES FOR THE MANUFACTURE OF BOULES OR WAFERS
84,8486,848620,MACHINES FOR MAN. SEMICONDUTOR DEVICES/ELEC IC
84,8486,848630,MACHINES FOR MANUFACT OF FLAT PANEL DISPLAYS
84,8486,848640,MACHINES SPECIFIED IN NOTE 9(C) TO CHAPTER 84
84,8486,848690,"PARTS & ACCSESORIES FOR MACH TO MAN. SEMICNT, ETC"
84,8487,848710,SHIPS' OR BOATS' PROPELLERS & BLADES THEREOF
84,8487,848790,"MACHINERY PARTS, NON-ELECTRIC, NESOI"
85,8501,850110,ELECTRIC MOTORS OF AN OUTPUT NOT EXCEEDING 37.5 W
85,8501,850120,UNIVERSAL AC/DC MOTORS OF AN OUTPUT > 37.5 W
85,8501,850131,DC MOTORS & GENERATORS W OUTPUT N OV 750 W
85,8501,850132,DC MOTORS & GENERATORS W OUTPUT > 750W; N OV 75 KW
85,8501,850133,DC MOTORS & GENERATORS W OUTPUT > 75KW; N OV 375KW
85,8501,850134,DC MOTORS & GENERATORS OF OUTPUT EXCEEDING 375 KW
85,8501,850140,"AC MOTORS NESOI, SINGLE-PHASE"
85,8501,850151,"AC MOTORS, MULTI-PHASE, OUTPUT NOT EXCEEDING 750 W"
85,8501,850152,"AC MOTORS,MULTI-PHASE;OUTPUT > 750W NOT OVER 75 KW"
85,8501,850153,"AC MOTORS, MULTI-PHASE, OF AN OUTPUT > 75 KW"
85,8501,850161,AC  GENERATORS (ALTERNATORS) <=75 KVA OUTPUT
85,8501,850162,AC GENERATORS (ALTERNATOR) > 75 KVA BUT =< 375KVA
85,8501,850163,AC GENERATORS (ALTERNATOR) > 375 KVA BUT =< 750KVA
85,8501,850164,AC GENERATORS OF AN OUTPUT EXCEEDING 750 KVA
85,8502,850211,"GENERATING SETS, ELC, DIESEL, =< 75KVA OUTPUT"
85,8502,850212,"GENERATING SETS, ELC, DIESEL, > 75KVA BUT =<375KVA"
85,8502,850213,GENERATING SET W COMPRESSION-IGNITN OUTPUT >375KVA
85,8502,850220,GENERATING SET W SPARK-IGNITION INT COMBUSTION ENG
85,8502,850231,"GENERATING SETS, ELECTRIC, WIND-POWERED"
85,8502,850239,"GENERATING SETS, ELECTRIC, NESOI"
85,8502,850240,ELECTRIC ROTARY CONVERTERS
85,8503,850300,"PARTS OF ELECTRIC MOTORS, GENERATORS & SETS"
85,8504,850410,BALLASTS FOR DISCHARGE LAMPS OR TUBES
85,8504,850421,LIQ DIELECT TRANSFORMER POWER HANDL CAP NOV 650KVA
85,8504,850422,LIQ DIELECT TRANSFRM PWR HND CAP >650 NOV 10T KVA
85,8504,850423,LIQ DIELECT TRANSFRM POWER HAND CAP > 10T KVA
85,8504,850431,"TRANSFORMERS NESOI, POWER HANDLING CAP NOV 1 KVA"
85,8504,850432,"TRANSFORMERS, NESOI,> 1 KVA BUT =< 16 KVA"
85,8504,850433,"TRANSF NESOI, POWER HANDLING CAP >16 NOV 500 KVA"
85,8504,850434,"TRANSFORMERS, NESOI, > 500 KVA"
85,8504,850440,STATIC CONVERTERS; ADP POWER SUPPLIES
85,8504,850450,ELECTRICAL INDUCTORS NESOI
85,8504,850490,PTS FOR ELECT TRANSFORMERS STATIC CONVERTERS INDCT
85,8505,850511,PERMANENT MAGNETS MADE OF METAL
85,8505,850519,PERMANENT MAGNETS MADE OF MATERIALS O/T METAL
85,8505,850520,"ELECTROMAGNETIC COUPLINGS, CLUTCHES AND BRAKES"
85,8505,850590,"ELECTROMAGNETS,CLAMPS, SIMILR HLDNG DEVICES & PART"
85,8506,850610,"PRIMARY CELLS AND BATTERIES, MANGANESE DIOXIDE"
85,8506,850630,"PRIMARY CELLS AND BATTERIES, MERCURIC OXIDE"
85,8506,850640,"PRIMARY CELLS AND BATTERIES, SILVER OXIDE"
85,8506,850650,"PRIMARY CELLS AND BATTERIES, LITHIUM"
85,8506,850660,"PRIMARY CELLS AND BATTERIES, AIR-ZINC"
85,8506,850680,"PRIMARY CELLS AND BATTERIES, N.E.S.O.I."
85,8506,850690,PRIMARY BATTERY AND CELL PARTS
85,8507,850710,LEAD-ACID BATTERIES OF A KIND USED FOR STG ENGINES
85,8507,850720,LEAD-ACID STORAGE BATTERIES NESOI
85,8507,850730,NICKEL-CADMIUM STORAGE BATTERIES
85,8507,850740,NICKEL-IRON STORAGE BATTERIES
85,8507,850750,NICKEL-METAL HYDRIDE BATTERIES
85,8507,850760,LITHIUM ION BATTERIES
85,8507,850780,STORAGE BATTERIES NESOI
85,8507,850790,PTS ELECT STORAGE BATTERIES INC SEPARATORS THEREOF
85,8508,850811,VAC CLN W/SLF-CNT ELEC MOT PWR LT=1500W CAP LT=20L
85,8508,850819,"VACUUM CLEANER W/ SELF-CONTAINED ELEC MOTOR, NESOI"
85,8508,850860,VACUUM CLEANERS W/O SELF-CONTAINED ELECTRIC MOTOR
85,8508,850870,PARTS OF VACUUM CLEANERS
85,8509,850940,ELECTROMECH FOOD GRINDER PROCESSOR MIXER EXTRCTOR
85,8509,850980,ELECTROMECH DOMESTC APPL SLF-CONT ELECTR MTR NESOI
85,8509,850990,PTS ELECTROMECH DOMESTC APPL SLF-CONT ELECT MOTORS
85,8510,851010,ELECTRIC SHAVERS
85,8510,851020,ELECTRIC HAIR CLIPPERS
85,8510,851030,"HAIR-REMOVING APPLIANCES, W/ SELF-CONT ELEC MOTOR"
85,8510,851090,PARTS OF ELECTRIC SHAVERS AND HAIR CLIPPERS
85,8511,851110,INTERNAL COMBUSTION ENGINE SPARK PLUGS
85,8511,851120,"INTERNAL COMBUSTION ENGINE MAGNETOS, MAGNETO-DYNAM"
85,8511,851130,DISTRIBUTORS; IGNITION COILS
85,8511,851140,INTERNAL COMBUSTION ENGINE STARTER MOTORS
85,8511,851150,"INTERNAL COMBUSTION ENGINE GENERATORS, NESOI"
85,8511,851180,ELECT IGNTN/START EQ F SPARK/COMP ENG; GENRT NESOI
85,8511,851190,PTS ELECT IGNTN/START EQUIP; GENERATORS & CUT-OUTS
85,8512,851210,LIGHTING OR VISUAL SIGNALING EQUIPMENT FOR BICYCLE
85,8512,851220,ELECT LIGHTING/VISUAL SIGNLNG EQ EX FOR BICYCLES
85,8512,851230,ELECTRICAL SOUND SIGNALING EQUIPMENT FOR MTR VHL
85,8512,851240,WNDSHIELD WIPR DFRSTR & DMSTR FOR CYCLE/MTR VEHCLE
85,8512,851290,PT ELECT LGHTNG/SGNLNG EQ WNDSHIELD WPR DFRSTR ETC
85,8513,851310,"PORTABLE ELECTRIC LAMPS NESOI, BATTERY OR MAGNETO"
85,8513,851390,PARTS FOR PORTABLE ELECTRIC LAMPS NESOI
85,8514,851410,"INDUSTRIAL, LABORATORY FURNACES, OVENS, RESISTANCE"
85,8514,851420,"INDUSTRIAL, LABORATORY FURNACES, OVENS, INDN, DLTC"
85,8514,851430,"INDUSTRIAL, LABORATORY FURNACES, OVENS, NESOI"
85,8514,851440,INDUCTION OR DIELECTRIC HEATING EQUIPMENT NESOI
85,8514,851490,"PARTS FOR IND, LAB FURNACES,OVENS OR HEATING EQUIP"
85,8515,851511,"SOLDERING IRONS AND GUNS, ELECTRIC"
85,8515,851519,"BRAZING OR SOLDERING MACHINES, NESOI"
85,8515,851521,"ELECTRIC WELDERS, RESISTANCE, FULL OR PART AUTOMAT"
85,8515,851529,"ELECTRIC WELDERS, RESISTANCE, NESOI"
85,8515,851531,"ELECTRIC WELDERS, ARC, FULL OR PARTLY AUTOMATIC"
85,8515,851539,MACH & APPR F ARC WELDING MET EX FULL/PART AUTOMTC
85,8515,851580,"ELECT LASER ULTRASONIC,ETC,HOT SPRY MTL MACH,NESOI"
85,8515,851590,"PT ELECT LASER ULTRASONIC,ETC,HOT SPRAY METAL MACH"
85,8516,851610,ELECT INSTANT OR STO WATER AND IMMERSION HEATERS
85,8516,851621,ELECTRIC STORAGE HEATING RADIATORS
85,8516,851629,ELECTRIC SPACE HEATING APPARATUS NESOI
85,8516,851631,ELECTRIC HAIR DRYERS
85,8516,851632,ELECTROTHERMIC HAIRDRESSING APPARATUS NESOI
85,8516,851633,ELECTRIC HAND-DRYING APPARATUS
85,8516,851640,ELECTRIC FLATIRONS
85,8516,851650,MICROWAVE OVENS
85,8516,851660,"OVEN,COOKING STOVE & PLATE,RANGE,ROASTER, NESOI"
85,8516,851671,ELECTRIC COFFEE OR TEA MAKERS
85,8516,851672,ELECTRIC TOASTERS
85,8516,851679,"OTHER ELECTROTHERMIC APPLIANCES, DOMESTIC"
85,8516,851680,ELECTRIC HEATING RESISTORS
85,8516,851690,"PTS F HEATERS,HAIRDRESSING APPR,FLT IRON,STOVE ETC"
85,8517,851711,LINE TELEPHONE SETS WITH CORDLESS HANDSETS
85,8517,851712,PHONES FOR CELLULAR NTWKS OR FOR OTH WIRELESS NTWK
85,8517,851718,"TELEPHONE SETS, NESOI"
85,8517,851761,BASE STATIONS
85,8517,851762,MACH FOR RECP/CONVR/TRANS/REGN OF VOICE/IMAGE/DATA
85,8517,851769,APP FOR THE TRANS/RECEP OF VOICE/IMAGES/DATA NESOI
85,8517,851770,PTS OF PHONE SETS & OTH APP FOR THE TRANS/RECP ETC
85,8518,851810,MICROPHONES AND STANDS THEREFOR
85,8518,851821,"SINGLE LOUDSPEAKERS, MOUNTED IN THEIR ENCLOSURES"
85,8518,851822,"MULTIPLE LOUDSPEAKERS, MOUNTED IN SAME ENCLOSURE"
85,8518,851829,"LOUDSPEAKERS, NESOI"
85,8518,851830,HEAD-EAR-PHONES & COMBINED MICROPHONE/SPEAKER SETS
85,8518,851840,AUDIO-FREQUENCY ELECTRIC AMPLIFIERS
85,8518,851850,ELECTRIC SOUND AMPLIFIER SETS
85,8518,851890,"PTS MICRO-HEAD-EAR-PHONE,ELECT SND AMPL SETS ETC"
85,8519,851920,SOUND RECORD/REPRODUCING APP OPERATED BY COINS ETC
85,8519,851930,TURNTABLES (RECORD-DECKS)
85,8519,851950,TELEPHONE ANSWERING MACHINES
85,8519,851981,SOUND RECD/REPRD APP MGNT/OPTCL/SEMICONDUCTR NESOI
85,8519,851989,"SOUND RECORDING OR REPRODUCING APPARATUS, NESOI"
85,8521,852110,VIDEO RECRDG/REPRDUC APPAR W/N VIDEO TNR MGNTC TPE
85,8521,852190,VIDEO RECRDG/REPRDC APP W/N VIDEO TNR EXC MGN TAPE
85,8522,852210,PICKUP CARTRIDGESFOR SOUND RECORDERS
85,8522,852290,"PTS & ACCESS F SOUND/VIDEO REPRODUCING,RECORD APPR"
85,8523,852321,CARDS INCORPORATING A MAGNETIC STRIPE
85,8523,852329,MGNTC MEDIA FOR RCRDNG SOUND OR OTH PHENOMNA NESOI
85,8523,852341,OPTICAL MEDIA FOR SOUND/OTHER PHENOMENA UNRECORDED
85,8523,852349,"OPTICAL MEDIA FOR SOUND/OTHER PHENOMENA, RECORDED"
85,8523,852351,SOLID-STATE NON-VOL SEMICONDUCTOR STORAGE DEVICES
85,8523,852352,SMART CARDS
85,8523,852359,"SEMICONDUCTOR MEDIA, RCRDNG SOUND/OTH PHENOM NESOI"
85,8523,852380,MEDIA FOR RECORDING SOUND OR OTHER PHENOMENA NESOI
85,8525,852550,TRANSMISSION APP FOR RADIO-BROADCAST OR TELEVISION
85,8525,852560,"TRANSMISSION APP INCORP RECEPTION, FOR RADIO OR TV"
85,8525,852580,"TELEVISION CAMERA, DIGITL CAMRA & VID CAM RECORDER"
85,8526,852610,RADAR APPARATUS
85,8526,852691,RADIO NAVIGATIONAL AID APPARATUS
85,8526,852692,RADIO REMOTE CONTROL APPARATUS
85,8527,852712,POCKET-SIZE RADIO CASSETTE PLAYERS
85,8527,852713,"RADIOBRDCST RCVRS,NO EXT PUR,SOUND REPRO/REC,NESOI"
85,8527,852719,"RADIOBROADCAST RECEIVERS, BATTERY TYPE, NESOI"
85,8527,852721,RADIOBROADCAST RECEIVERS FOR MOTOR VEHICLES W RCOS
85,8527,852729,RADIOBROADCAST RECEIVERS FOR MOTOR VEHICLES NESOI
85,8527,852791,RECP APP FOR RADIO-BRDCST W/ SOUND RECD/REPR NESOI
85,8527,852792,REC APP FOR RADIO-BRDCST COMBINED W/ A CLOCK NESOI
85,8527,852799,"RECEPTION APPARATUS FOR RADIO-BROADCASTING, NESOI"
85,8528,852842,"CATHODE-RAY TUBE MONITORS,DIRECT CONNCT TO COMPUTR"
85,8528,852849,CRT MONITORS NT INC TELEVISION RECEPTION APP NESOI
85,8528,852852,OTHER MONITORS CAPABLE OF DIRECT CONNECT TO ADP
85,8528,852859,"MONITORS, NOT INCORP TELEVISION RECEP APP, NESOI"
85,8528,852862,PROJECTORS CAP OF DIRECT CONECT TO ADP OF HEAD8471
85,8528,852869,"PROJECTORS, NT INC TELEVISION RECEPTION APP, NESOI"
85,8528,852871,RECEPTION APP FOR TV NT DESIGNED TO INC VIDEO DISP
85,8528,852872,"RECEPTION APPARATUS FOR TELEVISION, COLOR, NESOI"
85,8528,852873,"TELEVISION RECEPTION APPARATUS, MONOCHROME, NESOI"
85,8529,852910,ANTENNAS AND ANTENNA REFLECTORS AND PARTS
85,8529,852990,"PTS,EX ANTENNA,FOR TRNSMSSN,RDR,RADIO,TV,ETC NESOI"
85,8530,853010,ELECTRICAL SIGNALING OR TRAFFIC CONTROL EQPT RAIL
85,8530,853080,"ELECTRICAL SIGNALING OR TRAFFIC CONTROL EQPT,NESOI"
85,8530,853090,"PARTS FOR ELC SIGNALING, TRAFFIC, SAFETY EQUIPMNT"
85,8531,853110,BURGLAR OR FIRE ALARMS AND SIMILAR APPARATUS
85,8531,853120,INDICATOR PANELS INCORPORATING LCD'S OR LED'S
85,8531,853180,ELECTRIC SOUND OR VISUAL SIGNALING APPARATUS NESOI
85,8531,853190,PARTS OF ELECTRIC SOUND OR VISUAL SIGNALING APRTS
85,8532,853210,"FIXED CAPACITORS, 50-60 HZ, POWER, CPCTY =>.5 KVAR"
85,8532,853221,TANTALUM ELECTROLYTIC FIXED CAPACITORS
85,8532,853222,ALUMINUM ELECTROLYTIC FIXED CAPACITORS
85,8532,853223,"CERAMIC DIELECTRIC,SINGLE LAYER FIXED CAPACITORS"
85,8532,853224,"CERAMIC DIELECTRIC, MULTILAYER FIXED CAPACITORS"
85,8532,853225,DIELECTRIC FIXED CAPACITORS OF PAPER OR PLASTICS
85,8532,853229,"FIXED CAPACITORS, NESOI"
85,8532,853230,VARIABLE OR ADJUSTABLE (PRE-SET) CAPACITORS
85,8532,853290,PARTS FOR ELECTRICAL CAPACITORS
85,8533,853310,"FIXED CARBON RESISTORS, COMPOSITION OR FILM TYPE"
