chapter,heading,description
72,7203,"SPONGY FERROUS PRODUCTS FROM DIRECT REDUCTION OF ORE AND PRODUCTS IN LUMPS, PELLETS ETC.; IRON, AT LEAST 99.94% (WT.) PURE, IN LUMPS, PELLETS ETC."
72,7204,FERROUS WASTE AND SCRAP; REMELTING SCRAP INGOTS OF IRON OR STEEL
72,7205,"GRANULES AND POWDERS, OF PIG IRON, SPIEGELEISEN, IRON OR STEEL"
72,7206,IRON AND NONALLOY STEEL IN INGOTS OR OTHER PRIMARY FORMS (EXCLUDING IRON OF HEADING 7203)
72,7207,SEMIFINISHED PRODUCTS OF IRON OR NONALLOY STEEL
72,7208,"FLAT-ROLLED IRON OR NONALLOY STEEL PRODUCTS, 600 MM (23.6 IN.) OR MORE WIDE, HOT-ROLLED, NOT CLAD, PLATED OR COATED"
72,7209,"FLAT-ROLLED IRON OR NONALLOY STEEL PRODUCTS, 600 MM (23.6 IN.) OR MORE WIDE, COLD-ROLLED, NOT CLAD, PLATED OR COATED"
72,7210,"FLAT-ROLLED IRON OR NONALLOY STEEL PRODUCTS, 600 MM (23.6 IN.) OR MORE WIDE, CLAD, PLATED OR COATED"
72,7211,"FLAT-ROLLED IRON OR NONALLOY STEEL PRODUCTS, LESS THAN 600 MM (23.6 IN.) WIDE, NOT CLAD, PLATED OR COATED"
72,7212,"FLAT-ROLLED IRON OR NONALLOY STEEL PRODUCTS, LESS THAN 600 MM (23.6 IN.) WIDE, CLAD, PLATED OR COATED"
72,7213,"BARS AND RODS OF IRON OR NONALLOY STEEL, HOT-ROLLED, IN IRREGULARLY WOUND COILS"
72,7214,"BARS AND RODS OF IRON OR NONALLOY STEEL NESOI, NOT FURTHER WORKED THAN FORGED, HOT-ROLLED, HOT-DRAWN ETC., BUT INCLUDING THOSE TWISTED AFTER ROLLING"
72,7215,BARS AND RODS OF IRON OR NONALLOY STEEL NESOI
72,7216,"ANGLES, SHAPES AND SECTIONS OF IRON OR NONALLOY STEEL"
72,7217,WIRE OF IRON OR NONALLOY STEEL
72,7218,"STAINLESS STEEL IN INGOTS, OTHER PRIMARY FORMS AND SEMIFINISHED PRODUCTS"
72,7219,"FLAT-ROLLED STAINLESS STEEL PRODUCTS, 600 MM (23.6 IN.) OR MORE WIDE"
72,7220,"FLAT-ROLLED STAINLESS STEEL PRODUCTS, LESS THAN 600 MM (23.6 IN.) WIDE"
72,7221,"BARS AND RODS OF STAINLESS STEEL, HOT-ROLLED, IN IRREGULARLY WOUND COILS"
72,7222,"BARS AND RODS OF STAINLESS STEEL NESOI; ANGLES, SHAPES AND SECTIONS OF STAINLESS STEEL"
72,7223,WIRE OF STAINLESS STEEL
72,7224,"ALLOY STEEL (OTHER THAN STAINLESS) IN INGOTS, OTHER PRIMARY FORMS AND SEMIFINISHED PRODUCTS"
72,7225,"FLAT-ROLLED ALLOY STEEL (OTHER THAN STAINLESS) PRODUCTS, 600 MM (23.6 IN.) OR MORE WIDE"
72,7226,"FLAT-ROLLED ALLOY STEEL (OTHER THAN STAINLESS) PRODUCTS, LESS THAN 600 MM (23.6 IN.) WIDE"
72,7227,"BARS AND RODS OF ALLOY STEEL (OTHER THAN STAINLESS), HOT-ROLLED, IN IRREGULARLY WOUND COILS"
72,7228,"BARS AND RODS NESOI, ANGLES, SHAPES AND SECTIONS OF ALLOY STEEL (OTHER THAN STAINLESS); HOLLOW DRILL BARS AND RODS, OF ALLOY OR NONALLOY STEEL"
72,7229,WIRE OF ALLOY STEEL (OTHER THAN STAINLESS)
73,7301,"SHEET PILING OF IRON OR STEEL, WHETHER OR NOT DRILLED, PUNCHED OR MADE FROM ASSEMBLED ELEMENTS; WELDED ANGLES, SHAPES AND SECTIONS, OF IRON OR STEEL"
73,7302,RAILWAY OR TRAMWAY TRACK CONSTRUCTION MATERIAL OF IRON OR STEEL
73,7303,"TUBES, PIPES AND HOLLOW PROFILES OF CAST IRON"
73,7304,"TUBES, PIPES AND HOLLOW PROFILES, SEAMLESS, OF IRON (OTHER THAN CAST) OR STEEL"
73,7305,"TUBES AND PIPES NESOI (WELDED ETC.), HAVING INTERNAL AND EXTERNAL CROSS SECTIONS WITH AN EXTERNAL DIAMETER OF OVER 406.4 MM (16 IN.), OF IRON OR STEEL"
73,7306,"TUBES, PIPES AND HOLLOW PROFILES NESOI (OPEN SEAMED OR WELDED, RIVETED OR SIMILARLY CLOSED), OF IRON OR STEEL"
73,7307,"TUBE OR PIPE FITTINGS (INCLUDING COUPLINGS, ELBOWS AND SLEEVES), OF IRON OR STEEL"
73,7308,"STRUCTURES (EXCLUDING PREFAB BUILDINGS OF HEADING 9406) AND PARTS THEREOF (BRIDGES, TOWERS ETC.), INCLUDING PREPARED SHAPES ETC., OF IRON OR STEEL"
73,7309,"RESERVOIRS, TANKS, CASKS, VATS AND SIMILAR CONTAINERS NESOI, OF A CAPACITY OF MORE THAN 300 LITERS (79.25 GAL.), OF IRON OR STEEL"
73,7310,"TANKS, CASKS, VATS AND SIMILAR CONTAINERS NESOI, OF A CAPACITY OF NOT OVER 300 LITERS (79.25 GAL.), OF IRON OR STEEL"
73,7311,"CONTAINERS FOR COMPRESSED OR LIQUEFIED GAS, OF IRON OR STEEL"
73,7312,"STRANDED WIRE, ROPES AND CABLES, PLAITED BANDS ETC., NOT ELECTRICALLY INSULATED, OF IRON OR STEEL"
73,7313,"BARBED WIRE, TWISTED HOOP OR SINGLE FLAT WIRE, BARBED OR NOT, AND LOOSELY TWISTED DOUBLE WIRE, OF A KIND USED FOR FENCING, OF IRON OR STEEL"
73,7314,"CLOTH (INCLUDING ENDLESS BANDS), GRILL, NETTING AND FENCING, OF IRON OR STEEL WIRE; EXPANDED METAL OF IRON OR STEEL"
73,7315,"CHAIN AND PARTS THEREOF, OF IRON OR STEEL"
73,7316,"ANCHORS, GRAPNELS AND PARTS THEREOF, OF IRON OR STEEL"
73,7317,"NAILS, TACKS, DRAWING PINS, STAPLES (OTHER THAN IN STRIPS), AND SIMILAR ARTICLES, OF IRON OR STEEL, EXCLUDING SUCH ARTICLES WITH HEADS OF COPPER"
73,7318,"SCREWS, BOLTS, NUTS, COACH SCREWS, SCREW HOOKS, RIVETS, COTTERS, COTTER PINS, WASHERS AND SIMILAR ARTICLES, OF IRON OR STEEL"
73,7319,"SEWING NEEDLES, KNITTING NEEDLES, BODKINS, CROCHET HOOKS AND SIMILAR ARTICLES, OF IRON OR STEEL; SAFETY PINS AND OTHER PINS OF IRON OR STEEL, NESOI"
73,7320,"SPRINGS AND LEAVES FOR SPRINGS, OF IRON OR STEEL"
73,7321,"STOVES, RANGES, GRATES, COOKERS, BARBECUES, BRAZIERS AND SIMILAR NONELECTRIC DOMESTIC APPLIANCES, AND PARTS THEREOF, OF IRON OR STEEL"
73,7322,"RADIATORS, AIR HEATERS AND HOT AIR DISTRIBUTORS HAVING A MOTOR-DRIVEN FAN OR BLOWER, NOT ELECTRICALLY HEATED, AND PARTS THEREOF, OF IRON OR STEEL"
73,7323,"TABLE, KITCHEN OR OTHER HOUSEHOLD ARTICLES AND PARTS THEREOF, OF IRON OR STEEL; IRON OR STEEL WOOL; POT SCOURERS, SCOURING PADS ETC., OF IRON OR STEEL"
73,7324,"SANITARY WARE AND PARTS THEREOF, OF IRON OR STEEL"
73,7325,"CAST ARTICLES NESOI, OF IRON OR STEEL"
73,7326,"ARTICLES OF IRON OR STEEL, NESOI"
74,7401,COPPER MATTES; CEMENT COPPER (PRECIPITATED COPPER)
74,7402,UNREFINED COPPER; COPPER ANODES FOR ELECTROLYTIC REFINING
74,7403,"REFINED COPPER AND COPPER ALLOYS (OTHER THAN MASTER ALLOYS OF HEADING 7405), UNWROUGHT"
74,7404,COPPER WASTE AND SCRAP
74,7405,MASTER ALLOYS OF COPPER
74,7406,COPPER POWDERS AND FLAKES
74,7407,"COPPER BARS, RODS AND PROFILES"
74,7408,COPPER WIRE
74,7409,"COPPER PLATES, SHEETS AND STRIP, OVER 0.15 MM (0.006 IN.) THICK"
74,7410,"COPPER FOIL (WHETHER OR NOT PRINTED OR BACKED WITH PAPER OR OTHER BACKING MATERIALS), NOT OVER 0.15 MM (0.006 IN.) THICK (EXCLUDING ANY BACKING)"
74,7411,COPPER TUBES AND PIPES
74,7412,"COPPER TUBE OR PIPE FITTINGS (FOR EXAMPLE, COUPLINGS, ELBOWS, SLEEVES)"
74,7413,"STRANDED WIRE, CABLES, PLAITED BANDS AND SIMILAR ARTICLES, OF COPPER, NOT ELECTRICALLY INSULATED"
74,7415,"NAILS, TACKS, DRAWING PINS, STAPLES (EXCEPT THOSE FOR OFFICE ETC.) AND SIMILAR ARTICLES OF COPPER OR WITH COPPER HEADS; SCREWS, BOLTS ETC. OF COPPER"
74,7418,"TABLE, KITCHEN OR OTHER HOUSEHOLD ARTICLES AND PARTS THEREOF, OF COPPER; POT SCOURERS ETC. OF COPPER; SANITARY WARE AND PARTS THEREOF, OF COPPER"
74,7419,"ARTICLES OF COPPER, NESOI"
75,7501,"NICKLE MATTES, NICKLE OXIDE SINTERS AND OTHER INTERMEDIATE PRODUCTS OF NICKLE METALLURGY"
75,7502,"NICKLE, UNWROUGHT"
75,7503,NICKEL WASTE AND SCRAP
75,7504,NICKLE POWDERS AND FLAKES
75,7505,"NICKLE BARS, RODS, PROFILES AND WIRE"
75,7506,"NICKLE PLATES, SHEETS, STRIP AND FOIL"
75,7507,"NICKLE TUBES, PIPES AND TUBE OR PIPE FITTINGS (FOR EXAMPLE, COUPLINGS, ELBOWS, SLEEVES)"
75,7508,"ARTICLES OF NICKEL, NESOI"
76,7601,"ALUMINUM, UNWROUGHT"
76,7602,ALUMINUM WASTE AND SCRAP
76,7603,ALUMINUM POWDERS AND FLAKES
76,7604,"ALUMINUM BARS, RODS AND PROFILES"
76,7605,ALUMINUM WIRE
76,7606,"ALUMINUM PLATES, SHEETS AND STRIP, OVER 0.2 MM (0.0079 IN.) THICK"
76,7607,"ALUMINUM FOIL (WHETHER OR NOT PRINTED OR BACKED WITH PAPER OR OTHER BACKING MATERIALS), NOT OVER 0.2 MM (0.0079 IN.) THICK (EXCLUDING ANY BACKING)"
76,7608,ALUMINUM TUBES AND PIPES
76,7609,"ALUMINUM TUBE OR PIPE FITTINGS (INCLUDING COUPLINGS, ELBOWS, AND SLEEVES)"
76,7610,"ALUMINUM STRUCTURES (EXCLUDING PREFAB BUILDINGS OF HEADING 9406) AND PARTS THEREOF (BRIDGES, TOWERS ETC.), INCLUDING SHAPES PREPARED FOR STRUCTURE USE"
76,7611,"ALUMINUM TANKS, VATS AND SIMILAR PLAIN, UNFITTED CONTAINERS, OF A CAPACITY OVER 300 LITERS (79.30 GAL.)"
76,7612,"ALUMINUM CASKS, DRUMS, CANS AND SIMILAR CONTAINERS NESOI, OF A CAPACITY OF NOT OVER 300 LITERS (79.3 GAL.)"
76,7613,ALUMINUM CONTAINERS FOR COMPRESSED OR LIQUEFID GAS
76,7614,"STRANDED WIRE, CABLES, PLAITED BANDS AND THE LIKE, INCLUDING SLINGS AND SIMILAR ARTICLES OF ALUMINUM, NOT ELECTRICALLY INSULATED"
76,7615,"TABLE, KITCHEN OR OTHER HOUSEHOLD ARTICLES AND PARTS THEREOF, OF ALUMINUM; POT SCOURERS ETC. OF ALUMINUM; SANITARY WARE AND PARTS THEREOF, OF ALUMINUM"
76,7616,"ARTICLES OF ALUMINUM, NESOI"
78,7801,"LEAD, UNWROUGHT"
78,7802,LEAD WASTE AND SCRAP
78,7804,"LEAD PLATES, SHEETS, STRIP AND FOIL; LEAD POWDERS AND FLAKES"
78,7806,"ARTICLES OF LEAD, NESOI"
79,7901,"ZINC, UNWROUGHT"
79,7902,ZINC WASTE AND SCRAP
79,7903,"ZINC DUST, POWDERS AND FLAKES"
79,7904,"ZINC BARS, RODS, PROFILES AND WIRE"
79,7905,"ZINC PLATES, SHEETS, STRIP AND FOIL"
79,7907,"ARTICLES OF ZINC, NESOI"
80,8001,"TIN, UNWROUGHT"
80,8002,TIN WASTE AND SCRAP
80,8003,"TIN BARS, RODS, PROFILES AND WIRE"
80,8007,"ARTICLES OF TIN, NESOI"
81,8101,"TUNGSTEN (WOLFRAM) AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP"
81,8102,"MOLYBDENUM AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP"
81,8103,"TANTALUM AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP"
81,8104,"MAGNESIUM AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP"
81,8105,"COBALT MATTES AND OTHER INTERMEDIATE PRODUCTS OF COBALT METALLURGY; COBALT AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP"
81,8106,"BISMUTH AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP"
81,8107,"CADMIUM AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP"
81,8108,"TITANIUM AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP"
81,8109,"ZIRCONIUM AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP"
81,8110,"ANTIMONY AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP"
81,8111,"MANGANESE AND ARTCLES THEREOF, INCLUDING WASTE AND SCRAP"
81,8112,"BERYLLIUM, CHROMIUM, GERMANIUM, VANADIUM, GALLIUM, HAFNIUM, INDIUM, NIOBIUM (COLUMBIUM), RHENIUM AND THALLIUM, ARTICLES THEREOF, AND WASTE OR SCRAP"
81,8113,"CERMETS AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP"
82,8201,"HANDTOOLS, MAINLY USED IN AGRICULTURE, HORTICULTURE OR FORESTRY, INCLUDING SPADES, SHOVELS, HOES, FORKS, RAKES, TROWELS, AND BASE METAL PARTS THEREOF"
82,8202,"HANDSAWS AND BASE METAL PARTS THEREOF; BLADES FOR SAWS OF ALL KINDS; BASE METAL PARTS OF SAWS, NESOI"
82,8203,"FILES, RASPS, PLIERS, PINCERS, METALCUTTING SHEARS, PIPE CUTTERS, BOLT CUTTERS AND SIMILAR HAND TOOLS, AND BASE METAL PARTS THEREOF"
82,8204,"HAND-OPERATED SPANNERS AND WRENCHES, INCLUDING TORQUE METER WRENCHES (NOT TAP WRENCHES); SOCKET WRENCHES, WITH HANDLES ETC. OR NOT; BASE METAL PARTS"
82,8205,"HANDTOOLS NESOI; BLOW TORCHES ETC.; VISES, CLAMPS AND THE LIKE NESOI; ANVILS; PORTABLE FORGES; GRINDING WHEELS WITH FRAMEWORKS; BASE METAL PARTS"
82,8206,"TOOLS OF TWO OR MORE OF THE HEADINGS 8202 TO 8205 (SAWS, FILES, PLIERS, WRENCHES ETC. AND HANDTOOLS ETC. NESOI) PUT UP IN SETS FOR RETAIL SALE"
82,8207,"INTERCHANGEABLE TOOLS FOR HANDTOOLS (POWER-OPERATED OR NOT) OR FOR MACHINE-TOOLS, INCLUDING DIES FOR EXTRUDING METAL, AND BASE METAL PARTS THEREOF"
82,8208,"KNIVES AND CUTTING BLADES, FOR MACHINES OR MECHANICAL APPLIANCES, AND BASE METAL PARTS THEREOF"
82,8209,"PLATES, STICKS, TIPS AND THE LIKE FOR TOOLS, UNMOUNTED, OF CERMETS"
82,8210,"HAND-OPERATED MECHANICAL APPLIANCES, WEIGHING NOT OVER 10 KG, FOR PREPARING, CONDITIONING OR SERVING FOOD OR DRINK, AND BASE METAL PARTS THEREOF"
82,8211,"KNIVES WITH CUTTING BLADES (INCLUDING PRUNING KNIVES), OTHER THAN KNIVES AND CUTTING BLADES FOR MACHINES OR MECHANICAL APPLIANCES OF HEADING 8208"
82,8212,"RAZORS AND RAZOR BLADES (INCLUDING RAZOR BLADE BLANKS IN STRIPS), AND BASE METAL PARTS THEREOF"
82,8213,"SCISSORS, TAILORS' SHEARS AND SIMILAR SHEARS, AND BLADES AND OTHER BASE METAL PARTS THEREOF"
82,8214,"ARTICLES OF CUTLERY NESOI (INCLUDING HAIR CLIPPERS, BUTCHERS' CLEAVERS ETC.); MANICURE OR PEDICURE SETS AND INSTRUMENTS; BASE METAL PARTS THEREOF"
82,8215,"SPOONS, FORKS, LADLES, CAKE-SERVERS, BUTTER-KNIVES, ETC. AND SIMILAR KITCHEN OR TABLEWARE OF BASE METAL, AND BASE METAL PARTS THEREOF"
83,8301,"PADLOCKS AND LOCKS, INCLUDING CLASPS AND FRAMES WITH CLASPS, INCORPORATING LOCKS, OF BASE METAL; KEYS AND PARTS OF THE FOREGOING, OF BASE METAL"
83,8302,"MOUNTINGS AND OTHER HARDWARE FOR FURNITURE, DOORS, WINDOWS ETC.; HATRACKS, CASTORS ETC.; DOOR CLOSURES; THE FOREGOING AND PARTS THEREOF, OF BASE METAL"
83,8303,"ARMORED OR REINFORCED SAFES, STRONG-BOXES, DOORS AND SAFE DEPOSIT LOCKERS FOR STRONG-ROOMS, CASH OR DEED BOXES ETC., AND PARTS THEREOF, OF BASE METAL"
83,8304,"DESK-TOP FILING OR CARD-INDEX CABINETS, PAPER TRAYS, PAPER RESTS, PEN TRAYS AND SIMILAR DESK ETC. ITEMS (NO FURNITURE) AND THEIR PARTS, OF BASE METAL"
83,8305,"FITTINGS FOR LOOSE LEAF BINDERS OR FILES, PAPER CLIPS ETC. AND PARTS THEREOF, OF BASE METAL; STAPLES IN STRIPS (OFFICE, UPHOLSTERY ETC.) OF BASE METAL"
83,8306,"BELLS, GONGS AND THE LIKE, NONELECTRIC; ORNAMENTS; PHOTOGRAPH OR SIMILAR FRAMES; MIRRORS; THE FOREGOING AND PARTS THEREOF, OF BASE METAL"
83,8307,"FLEXIBLE TUBING OF BASE METAL, WITH OR WITHOUT FITTINGS"
83,8308,"CLASPS, BUCKLES, HOOKS, EYES, EYELETS ETC. USED FOR CLOTHING ETC.; SPECIFIED RIVETS; BEADS OR SPANGLES; THE FOREGOING AND PARTS THEREOF, OF BASE METAL"
83,8309,"STOPPERS, CAPS AND LIDS, CAPSULES FOR BOTTLES, THREADED BUNGS, SEALS AND OTHER PACKING ACCESSORIES, AND PARTS THEREOF, OF BASE METAL"
83,8310,"SIGN PLATES, NAME PLATES, ADDRESS PLATES AND SIMILAR PLATES, NUMBERS, LETTERS AND OTHER SYMBOLS (NOT ILLUMINATED), AND PARTS THEREOF, OF BASE METAL"
83,8311,"WIRE, RODS ETC. OF BASE METAL OR METAL CARBIDES WITH FLUX FOR SOLDERING ETC.; WIRE AND RODS OF BASE METAL POWDER FOR METAL SPRAYING; BASE METAL PARTS"
84,8401,"NUCLEAR REACTORS; FUEL ELEMENTS, NON-IRRADIATED, FOR NUCLEAR REACTORS; MACHINERY AND APPARATUS FOR ISOTOPIC SEPARATION; PARTS OF THE FOREGOING"
84,8402,STEAM OR OTHER VAPOR GENERATING BOILERS NESOI; SUPER-HEATED WATER BOILERS; PARTS THEREOF
84,8403,"CENTRAL HEATING BOILERS NESOI, INCLUDING CENTRAL HEATING HOT WATER BOILERS, AND PARTS THEREOF"
84,8404,"AUXILIARY PLANT FOR USE WITH BOILERS (STEAM OR OTHER VAPOR GENERATING, SUPER-HEATED AND CENTRAL HEATING); VAPOR POWER UNIT CONDENSERS; PARTS THEREOF"
84,8405,PRODUCER GAS OR WATER GAS GENERATORS; ACETYLENE GAS GENERATORS AND SIMILAR WATER PROCESS GAS GENERATORS; PARTS THEREOF
84,8406,"STEAM TURBINES AND OTHER VAPOR TURBINES, AND PARTS THEREOF"
84,8407,SPARK-IGNITION RECIPROCATING OR ROTARY INTERNAL COMBUSTION PISTON ENGINES
84,8408,COMPRESSION-IGNITION INTERNAL COMBUSTION PISTON ENGINES (DIESEL OR SEMI-DIESEL ENGINES)
84,8409,PARTS FOR SPARK-IGNITION RECIPROCATING OR ROTARY INTERNAL COMBUSTION PISTON ENGINES AND COMPRESSION-IGNITION INTERNAL COMBUSTION PISTON ENGINES
84,8410,"HYDRAULIC TURBINES, WATER WHEELS AND REGULATORS THEREOF; PARTS THEREOF"
84,8411,"TURBOJETS, TURBOPROPELLERS AND OTHER GAS TURBINES, AND PARTS THEREOF"
84,8412,"ENGINES AND MOTORS NESOI, AND PARTS THEREOF"
84,8413,"PUMPS FOR LIQUIDS, WITH OR WITHOUT A MEASURING DEVICE; LIQUID ELEVATORS; PARTS THEREOF"
84,8414,"AIR OR VACUUM PUMPS, AIR OR OTHER GAS COMPRESSORS AND FANS; VENTILATING OR RECYCLING HOODS INCORPORATING A FAN, WITH OR WITHOUT FILTERS; PARTS THEREOF"
84,8415,"AIR CONDITIONING MACHINES, COMPRISING A MOTOR-DRIVEN FAN AND ELEMENTS FOR CHANGING THE TEMPERATURE AND HUMIDITY; PARTS THEREOF"
84,8416,"FURNACE BURNERS FOR LIQUID FUEL, PULVERIZED SOLID FUEL OR GAS; MECHANICAL STOKERS, GRATES, ASH DISCHARGERS AND SIMILAR APPLIANCES; PARTS THEREOF"
84,8417,"INDUSTRIAL OR LABORATORY FURNACES AND OVENS, INCLUDING INCINERATORS, NONELECTRIC, AND PARTS THEREOF"
84,8418,"REFRIGERATORS, FREEZERS AND OTHER REFRIGERATING OR FREEZING EQUIPMENT, ELECTRIC OR OTHER; HEAT PUMPS NESOI, PARTS THEREOF"
84,8419,"MACHINERY OR EQUIPMENT FOR THE TREATMENT OF MATERIALS BY A CHANGE OF TEMPERATURE; INSTANTANEOUS OR STORAGE WATER HEATERS, NONELECTRIC; PARTS THEREOF"
84,8420,"CALENDERING OR OTHER ROLLING MACHINES, OTHER THAN FOR METALS OR GLASS, AND CYLINDERS THEREFOR; PARTS THEREOF"
84,8421,"CENTRIFUGES, INCLUDING CENTRIFUGAL DRYERS; FILTERING OR PURIFYING MACHINERY AND APPARATUS, FOR LIQUIDS OR GASES; PARTS THEREOF"
84,8422,"MACHINES, FOR DISHWASHING, FOR CLEANING, DRYING, FILLING, CLOSING ETC. CONTAINERS, FOR OTHER PACKING ETC., AND FOR AERATING BEVERAGES; PARTS THEREOF"
84,8423,"WEIGHING MACHINERY (EXCLUDING SPECIFIC BALANCES), WEIGHT-OPERATED COUNTING OR CHECKING MACHINES, AND WEIGHING MACHINE WEIGHTS; WEIGHING MACHINE PARTS"
84,8424,MECHANICAL APPLIANCES FOR DISPERSING LIQUID OR POWDER; FIRE EXTINGUISHERS; SPRAY GUNS ETC.; STEAM OR SAND BLASTING AND SIMILAR MACHINES; PARTS THEREOF
84,8425,PULLEY TACKLE AND HOISTS OTHER THAN SKIP HOISTS; WINCHES AND CAPSTANS; JACKS
84,8426,"SHIP'S DERRICKS; CRANES; MOBILE LIFTING FRAMES, STRADDLE CARRIERS AND WORKS TRUCKS FITTED WITH A CRANE"
84,8427,FORK-LIFT TRUCKS; OTHER WORKS TRUCKS FITTED WITH LIFTING OR HANDLING EQUIPMENT
84,8428,"LIFTING, HANDLING, LOADING OR UNLOADING MACHINERY (INCLUDING ELEVATORS, ESCALATORS AND CONVEYORS)"
84,8429,"SELF-PROPELLED BULLDOZERS, ANGLEDOZERS, GRADERS, LEVELERS, SCRAPERS, MECHANICAL SHOVELS, EXCAVATORS, SHOVEL LOADERS, TAMPING MACHINES AND ROAD ROLLERS"
84,8430,"MACHINERY NESOI, FOR MOVING, GRADING, EXCAVATING, BORING ETC. EARTH, MINERALS OR ORES; PILE-DRIVERS AND PILE-EXTRACTORS; SNOWPLOWS AND SNOWBLOWERS"
84,8431,"PARTS OF MACHINERY OF HEADINGS 8425 TO 8430 COVERING DERRICKS, FORK-LIFT TRUCKS, CONVEYERS, SELF-PROPELLED BULLDOZERS, GRADERS, SNOWPLOWS, ETC."
84,8432,"AGRICULTURAL, HORTICULTURAL OR FORESTRY MACHINERY FOR SOIL PREPARATION OR CULTIVATION; LAWN OR SPORTS GROUND ROLLERS; PARTS THEREOF"
84,8433,"HARVESTING OR THRESHING MACHINES; GRASS OR HAY MOWERS; MACHINES FOR CLEANING, SORTING OR GRADING EGGS, FRUIT OR OTHER PRODUCE, NESOI; PARTS THEREOF"
84,8434,"MILKING MACHINES AND DAIRY MACHINERY, AND PARTS THEREOF"
84,8435,"PRESSES, CRUSHERS AND SIMILAR MACHINERY USED IN THE MANUFACTURE OF WINE, CIDER, FRUIT JUICES OR SIMILAR BEVERAGES; PARTS THEREOF"
84,8436,"AGRICULTURAL, HORTICULTURAL, FORESTRY, POULTRY-KEEPING OR BEE-KEEPING MACHINERY, NESOI; POULTRY INCUBATORS AND BROODERS; PARTS THEREOF"
84,8437,"MACHINES FOR CLEANING, SORTING OR GRADING SEED, GRAIN, ETC.; MILLING MACHINES FOR WORKING CEREALS OR DRIED LEGUMINOUS VEGETABLES, NESOI; PARTS THEREOF"
84,8438,"MACHINERY, NESOI, FOR THE INDUSTRIAL PREPARATION OF FOOD OR DRINK (EXCLUDING ANIMAL OR FIXED VEGETABLE FATS AND OILS); PARTS THEREOF"
84,8439,"MACHINERY FOR MAKING PULP OF FIBROUS CELLULOSIC MATERIAL OR FOR MAKING OR FINISHING PAPER OR PAPERBOARD, NESOI; PARTS THEREOF"
84,8440,"BOOKBINDING MACHINERY, INCLUDING BOOK-SEWING MACHINES, AND PARTS THEREOF"
84,8441,"MACHINERY NESOI FOR MAKING UP PAPER PULP, PAPER OR PAPERBOARD, INCLUDING CUTTING MACHINES, AND PARTS THEREOF"
84,8442,"MACHINERY ETC. NESOI, FOR TYPESETTING ETC., FOR PREPARING OR MAKING PRINTING COMPONENTS; BLOCKS, PLATES ETC. PREPARED FOR PRINTING; PARTS THEREOF"
84,8443,"PRINTING MACHINERY (INCLUDING INK-JET PRINTING MACHINES, EXCEPT THOSE OF 8471); MACHINES FOR USES ANCILLARY TO PRINTING; PARTS THEREOF"
84,8444,"MACHINES FOR EXTRUDING, DRAWING, TEXTURING OR CUTTING MANMADE TEXTILE MATERIALS"
84,8445,MACHINES FOR PREPARING TEXTILE FIBERS; MACHINERY FOR PRODUCING TEXTILE YARNS AND FOR PREPARING TEXTILE YARNS FOR KNITTING OR WEAVING MACHINES
84,8446,WEAVING MACHINES (LOOMS)
84,8447,"MACHINES, KNITTING, STITCH-BONDING, AND MACHINES FOR MAKING GIMPED YARN, TULLE, LACE, EMBROIDERERY, TRIMMINGS, BRAID OR NET AND MACHINES FOR TUFTING"
84,8448,"AUXILIARY MACHINERY FOR USE WITH TEXTILE MACHINES (HEADING 8444 TO 8447); PARTS THEREOF AND ACCESSORIES (SPINDLES, CARD CLOTHING, SHUTTLES ETC.)"
84,8449,"MACHINERY FOR THE MANUFACTURE OR FINISHING OF FELT OR NONWOVENS IN THE PIECE OR IN SHAPES, OR FOR MAKING OR BLOCKING FELT HATS; PARTS THEREOF"
84,8450,"WASHING MACHINES, HOUSEHOLD- OR LAUNDRY-TYPE, INCLUDING MACHINES WHICH BOTH WASH AND DRY; PARTS THEREOF"
84,8451,"MACHINERY (EXCEPT LAUNDRY) FOR WASHING, CLEANING, PRESSING, UNREELING ETC. TEXTILES; MACHINES FOR APPLYING PASTE TO FLOOR COVERINGS; PARTS THEREOF"
84,8452,"SEWING MACHINES, OTHER THAN BOOK-SEWING MACHINES; SEWING MACHINE FURNITURE, BASES AND COVERS; SEWING MACHINE NEEDLES; PARTS THEREOF"
84,8453,"MACHINERY FOR PREPARING OR WORKING HIDES, SKINS OR LEATHER OR FOR MAKING OR REPAIRING FOOTWEAR OR OTHER ARTICLES OF LEATHER ETC. NESOI; PARTS THEREOF"
84,8454,"CONVERTERS, LADLES, INGOT MOLDS AND CASTING MACHINES USED IN METALLURGY OR IN METAL FOUNDRIES, AND PARTS THEREOF"
84,8455,METAL-ROLLING MILLS AND ROLLS THEREFOR; PARTS THEREOF
